"id","parentID","name","header","level","created_at","updated_at","type"
36,NULL,"แบบประเมินตนเอง ( SDQ ) อาจารย์ประเมิน","{\"rows\":[{\"cols\":[{\"rowspan\":1,\"colspan\":1,\"label\":\"\\u0e02\\u0e49\\u0e2d\"},{\"rowspan\":1,\"colspan\":1,\"label\":\"\\u0e23\\u0e32\\u0e22\\u0e01\\u0e32\\u0e23\\u0e1b\\u0e23\\u0e30\\u0e40\\u0e21\\u0e34\\u0e19\"},{\"rowspan\":1,\"colspan\":1,\"label\":\"\\u0e44\\u0e21\\u0e48\\u0e08\\u0e23\\u0e34\\u0e07\"},{\"rowspan\":1,\"colspan\":1,\"label\":\"\\u0e04\\u0e48\\u0e2d\\u0e19\\u0e02\\u0e49\\u0e32\\u0e07\\u0e08\\u0e23\\u0e34\\u0e07\"},{\"rowspan\":1,\"colspan\":1,\"label\":\"\\u0e08\\u0e23\\u0e34\\u0e07\"}]}]}",1,"2016-05-22 11:08:41","2016-05-28 09:37:45",0
37,NULL,"แบบประเมินตนเอง ( SDQ ) ผู้ปกครองประเมิน","{\"rows\":[{\"cols\":[{\"rowspan\":1,\"colspan\":1,\"label\":\"\\u0e02\\u0e49\\u0e2d\"},{\"rowspan\":1,\"colspan\":1,\"label\":\"\\u0e23\\u0e32\\u0e22\\u0e01\\u0e32\\u0e23\\u0e1b\\u0e23\\u0e30\\u0e40\\u0e21\\u0e34\\u0e19\"},{\"rowspan\":1,\"colspan\":1,\"label\":\"\\u0e44\\u0e21\\u0e48\\u0e08\\u0e23\\u0e34\\u0e07\"},{\"rowspan\":1,\"colspan\":1,\"label\":\"\\u0e04\\u0e48\\u0e2d\\u0e19\\u0e02\\u0e49\\u0e32\\u0e07\\u0e08\\u0e23\\u0e34\\u0e07\"},{\"rowspan\":1,\"colspan\":1,\"label\":\"\\u0e08\\u0e23\\u0e34\\u0e07\"}]}]}",1,"2016-05-22 11:08:41","2016-05-22 11:08:41",0
