"id","parentID","name","header","level","created_at","updated_at","type"
38,NULL,"แบบประเมินความฉลาดทางอารมณ์ (EQ)","{\"rows\":[{\"cols\":[{\"rowspan\":1,\"colspan\":1,\"label\":\"\\u0e02\\u0e49\\u0e2d\\u0e17\\u0e35\\u0e48\"},{\"rowspan\":1,\"colspan\":1,\"label\":\"\\u0e02\\u0e49\\u0e2d\\u0e04\\u0e27\\u0e32\\u0e21\"},{\"rowspan\":1,\"colspan\":1,\"label\":\"\\u0e44\\u0e21\\u0e48\\u0e08\\u0e23\\u0e34\\u0e07\"},{\"rowspan\":1,\"colspan\":1,\"label\":\"\\u0e08\\u0e23\\u0e34\\u0e07 \\u0e1a\\u0e32\\u0e07\\u0e04\\u0e23\\u0e31\\u0e49\\u0e07\"},{\"rowspan\":1,\"colspan\":1,\"label\":\"\\u0e04\\u0e48\\u0e2d\\u0e19\\u0e02\\u0e49\\u0e32\\u0e07\\u0e08\\u0e23\\u0e34\\u0e07\"},{\"rowspan\":1,\"colspan\":1,\"label\":\"\\u0e08\\u0e23\\u0e34\\u0e07\\u0e21\\u0e32\\u0e01\"}]}]}",0,"2016-09-11 09:10:31","2016-09-11 09:11:32",0
